"","X","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"712",51132,"6C8JJFoGC4dkVtAHVK3iif","Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje","Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")","Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",66,176345,"False",0.821,0.69,1,-4.981,1,0.187,0.0202,0.00398,0.199,0.648,140.171,4,"hip-hop"
"713",51135,"06fRsW6JDm7WPQWrmrMak2","Lil Baby","Bad Boy Club","In A Minute",0,200470,"True",0.643,0.605,4,-5.968,0,0.297,0.0336,0,0.112,0.145,84.216,4,"hip-hop"
"714",51138,"3FQwvjvKnE3O4YKawVUNpA","Lil Baby;Gunna","Bad Boy Club","Drip Too Hard",0,145542,"True",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.39,112.509,4,"hip-hop"
"715",51141,"3lRzVvMNG1QJcHlhLXM0lA","Sidhu Moose Wala","Moosetape","Signed to God",66,147741,"False",0.833,0.67,7,-7.313,1,0.194,0.046,0,0.0468,0.7,92.991,4,"hip-hop"
"716",51144,"1PaxAUxLEVpi75l0nDtwu1","Hiphop Tamizha","Meesaya Murukku (Original Motion Picture Soundtrack)","Sakkarakatti",65,189358,"False",0.607,0.782,1,-4.179,1,0.0856,0.305,0,0.062,0.747,64.935,4,"hip-hop"
"717",51147,"08QN1e5ou2ANfx9AhB88nw","Lil Baby;EST Gee","Best Hip Hop Tunes","Real As It Gets",8,192804,"True",0.779,0.705,6,-5.891,0,0.163,0.00471,0,0.0971,0.196,140.005,4,"hip-hop"
"718",51150,"3B54sVLJ402zGa6Xm4YGNe","French Montana;Swae Lee","Jungle Rules","Unforgettable",82,233901,"True",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4,"hip-hop"
"719",51153,"6qJrmD6CXKWkWcsYwu9AV3","Brodha V","Aathma Raama","Aathma Raama",63,234863,"False",0.78,0.758,5,-6.414,0,0.138,0.115,0,0.183,0.711,92.016,4,"hip-hop"
"720",51156,"0C4KChnQFHNgtjbppUFooH","Zack Knight;Nora Fatehi","Dirty Little Secret","Dirty Little Secret",67,183092,"False",0.868,0.572,0,-6.217,0,0.112,0.101,0,0.103,0.485,96.985,4,"hip-hop"
"721",51159,"7lQ8MOhq6IN2w8EYcFNSUk","Eminem","The Eminem Show","Without Me",88,290320,"True",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4,"hip-hop"
"722",51162,"0M4HcGtxIWVVH4rSNp6XhQ","King","Champagne Talk","Dejalo",60,202826,"False",0.768,0.444,1,-8.079,1,0.0811,0.112,0.00314,0.145,0.563,92.078,4,"hip-hop"
"723",51165,"7MdX25DW2YXXwCWl8fSHnq","Bhalwaan;Signature By SB","Priceless","Priceless",65,107755,"False",0.665,0.572,5,-9.611,0,0.262,0.37,0,0.282,0.634,146.9,4,"hip-hop"
"724",51168,"0mvcsYusnTYlAkOZ077lDb","Raftaar;Rashmeet Kaur;Surbhi Jyoti","Ghana Kasoota (feat. Surbhi Jyoti)","Ghana Kasoota (feat. Surbhi Jyoti)",64,168640,"False",0.877,0.781,5,-4.459,0,0.0548,0.0315,0.000397,0.239,0.373,102.994,4,"hip-hop"
"725",51171,"0MYof8K1RPjc1Htnr7CDa6","MC STAN","Snake","Snake",64,281088,"False",0.707,0.625,4,-7.638,0,0.145,0.709,2.77e-06,0.298,0.477,123.028,4,"hip-hop"
"726",51174,"1kJL5ouqpWRitSej8fdTor","Sidhu Moose Wala","Moosetape","GOAT",64,214883,"False",0.724,0.728,4,-4.146,0,0.218,0.0459,5.84e-06,0.122,0.47,172.059,4,"hip-hop"
"727",51177,"2ldVpRwLjfUWCDqrjNQYWt","Daddy Yankee;Bad Bunny","Perreo en Halloween","X ÚLTIMA VEZ",3,192477,"True",0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,"hip-hop"
"728",51180,"1O00WM9qGLUBA5gq2yw0WF","Sidhu Moose Wala;Mr. Capone-E","No Name","Bloodlust (feat. Mr. Capone-E)",65,159085,"False",0.552,0.667,9,-8.024,1,0.333,0.0381,0,0.0777,0.348,174.889,4,"hip-hop"
"729",51183,"0t0mHozF8Xsif9w8bemh9D","Anirudh Ravichander;Ananthakrrishnan","So Baby (From ""Doctor"")","So Baby (From ""Doctor"")",64,252631,"False",0.607,0.843,5,-8.15,0,0.218,0.103,4.42e-05,0.107,0.582,133.131,4,"hip-hop"
"730",51186,"0fGclndst25Qqy8j4u5De5","Anirudh Ravichander;Jonita Gandhi","Chellamma (From ""Doctor"")","Chellamma (From ""Doctor"")",64,236500,"False",0.498,0.679,4,-7.252,0,0.214,0.256,0.000325,0.0589,0.743,99.702,3,"hip-hop"
"731",51189,"0vp47IigZ7JVQ89jDetO7H","Daddy Yankee","Esto me suena a Farra","Limbo",4,224800,"False",0.805,0.878,7,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,4,"hip-hop"
"732",51192,"5omEZ9V6ytpM0WNBcIOavc","Daddy Yankee","Esto me suena a Farra","RUMBATÓN",2,248768,"False",0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,"hip-hop"
"733",51195,"7qhOEYwWarxO50hAZkEY59","Daddy Yankee","El perreo es el futuro","RUMBATÓN",0,248768,"False",0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,"hip-hop"
"734",51198,"2x8gjYPcomasunXlQ4gA2i","Daddy Yankee;Divino","Perreo Tenebroso Vol. 1","Nada Ha Cambiao’",0,190000,"True",0.735,0.906,10,-3.658,0,0.11,0.0342,0,0.292,0.71,92.023,4,"hip-hop"
"735",51201,"7m9OqQk4RVRkw9JJdeAw96","XXXTENTACION","17","Jocelyn Flores",84,119133,"True",0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,"hip-hop"
"736",51204,"4fyR24BKznXBLNkK8LwWla","Yo Yo Honey Singh","Dheere Dheere","Dheere Dheere",66,212412,"False",0.73,0.58,0,-7.976,1,0.124,0.0399,2.48e-05,0.0703,0.55,167.915,4,"hip-hop"
"737",51207,"2JHX4L5wNhzxVMPwc7UMAw","King","Champagne Talk","Na Ja Tu",57,202105,"False",0.815,0.427,0,-7.521,1,0.082,0.59,0,0.0648,0.167,95.172,4,"hip-hop"
"738",51210,"7sp9SYjIBBniAJ7xa1nkZh","King","Champagne Talk","Champagne Talk",58,163008,"False",0.677,0.68,1,-5.19,0,0.103,0.0616,4.49e-05,0.0812,0.473,189.954,4,"hip-hop"
"739",51213,"2oiffhYxrg5NHiPDZubyqa","Daddy Yankee;Bad Bunny","Reggaeton Mix Perreito","X ÚLTIMA VEZ",2,192477,"True",0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,"hip-hop"
"740",51216,"3yfqSUWxFvZELEM4PmlwIR","Eminem","The Marshall Mathers LP","The Real Slim Shady",87,284200,"True",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4,"hip-hop"
"741",51219,"2xpkJFCKCevn863vXJli7S","Daddy Yankee;Bad Bunny","Bájale como 7500","X ÚLTIMA VEZ",1,192477,"True",0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,"hip-hop"
"742",51222,"1v1nsB6TCXuhdC4QNP4aB4","Daddy Yankee;Bad Bunny","Feliz Cumpleaños con Perreo","Vuelve",3,279613,"False",0.734,0.531,1,-5.662,1,0.0321,0.196,0,0.119,0.199,130.025,4,"hip-hop"
"743",51225,"511zIRlXGOQs2oykDi4KwT","Daddy Yankee;Bad Bunny","El perreo es el futuro","X ÚLTIMA VEZ",0,192477,"True",0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,"hip-hop"
"744",51228,"27sqBDytiRE42WplwCLrj7","Daddy Yankee","Reggeaton Imperdible","RUMBATÓN",5,248768,"False",0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,"hip-hop"
"745",51231,"62ppSZlSrkdflEZWXM34gG","Daddy Yankee","Bájale como 7500","RUMBATÓN",2,248768,"False",0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,"hip-hop"
"746",51234,"5OotwkHgMpNYfsCwAOs4jP","Anirudh Ravichander;Jonita Gandhi","Don (Original Motion Picture Soundtrack)","Private Party",63,216774,"False",0.861,0.886,10,-5.413,0,0.122,0.182,1.29e-06,0.0559,0.898,124.031,4,"hip-hop"
"747",51237,"2T1SNgLERipx3n6iVTeHZA","Daddy Yankee;Nicky Jam;Plan B;Rome & Urba","Halloween 2022 Perreo Vol. 1","Shaky Shaky - Remix",4,234560,"False",0.813,0.786,6,-4.133,0,0.154,0.107,0,0.238,0.828,175.908,4,"hip-hop"
"748",51240,"7maprFc3lpb4PSq3290wk3","Daddy Yankee;Wisin & Yandel","Perreo Tenebroso Vol. 5","Si Supieras",0,241880,"False",0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.018,4,"hip-hop"
"749",51243,"4nSwWiwtieiNmRAjy9fEXN","Hiphop Tamizha;Kaushik Krish;Padmalatha","Thani Oruvan (Original Motion Picture Soundtrack)","Kannala Kannala - The Melting Point of Love",63,215456,"False",0.593,0.776,0,-4.343,0,0.0325,0.216,2.94e-05,0.329,0.634,81.992,4,"hip-hop"
"750",51246,"2Vag8ExVU4vAFj1FVvw0yC","Daddy Yankee;Natalia Jiménez","Halloween con perreito","La Noche De Los Dos",0,223360,"False",0.762,0.79,9,-3.944,0,0.0988,0.109,2.73e-06,0.172,0.748,129.988,4,"hip-hop"
"751",51249,"5bWsrvSklKrDrYbBgqknno","Daddy Yankee","Homecoming Latin Party","Sígueme Y Te Sigo",0,209786,"False",0.736,0.878,1,-3.604,0,0.0428,0.0682,6.4e-05,0.756,0.662,100.024,4,"hip-hop"
"752",51252,"3yRLROmAcKJBqTrdEczFB8","Yo Yo Honey Singh","International Villager","Brown Rang",62,211394,"False",0.804,0.902,11,-3.067,0,0.0846,0.265,0.000402,0.065,0.72,155.98,4,"hip-hop"
"753",51255,"71VXewVKFs0HcwEom489zH","KR$NA","Machayenge 4","Machayenge 4",61,398750,"True",0.833,0.8,11,-4.56,0,0.298,0.262,0,0.435,0.685,124.982,4,"hip-hop"
"754",51258,"4ggG5qVYvi1tzluIU0MXoo","King","Champagne Talk","Pablo",57,279120,"True",0.731,0.73,2,-6.302,1,0.123,0.411,0,0.052,0.503,79.999,4,"hip-hop"
"755",51261,"7GNRUsU3M4XNDDB9xle5Dz","PSY;SUGA","PSY 9th","That That (prod. & feat. SUGA of BTS)",81,174646,"False",0.905,0.962,4,-3.197,1,0.0856,0.0299,0,0.0272,0.906,129.969,4,"hip-hop"
"756",51264,"6dgYHmc5yBnQFI4FSCbp6y","Varinder Brar","12 Bande","12 Bande",64,204507,"False",0.706,0.693,0,-5.502,1,0.259,0.0123,0,0.346,0.838,141.794,4,"hip-hop"
"757",51267,"2Uik6DjW1n5CWbRNdZilV5","Sidhu Moose Wala","Pbx 1","Death Route",62,217520,"False",0.699,0.633,9,-6.733,0,0.139,0.397,0,0.0864,0.534,159.955,4,"hip-hop"
"758",51270,"1t25hKpVYInuzw2opW97yJ","Rav Aulakh","Lethal","Lethal",63,151128,"False",0.781,0.768,4,-5.525,0,0.183,0.744,5.92e-06,0.11,0.816,143.156,4,"hip-hop"
"759",51273,"7I4JOGn1A3GzTiaEMsp3Ur","King","Champagne Talk","Me & Me",55,276096,"False",0.82,0.491,11,-8.562,1,0.28,0.237,0,0.102,0.547,120.059,4,"hip-hop"
"760",51276,"5uaIbU3oHHcSOK6WFNK5nj","Ranveer Singh;Dub Sharma;DIVINE","Gully Boy","Apna Time Aayega",63,140463,"False",0.766,0.618,11,-8.552,0,0.124,0.0187,0.000115,0.181,0.513,95.054,4,"hip-hop"
"761",51279,"0OvC1QkWdBI3ORrp2lEhNO","Wazir Patar;Azaad","Keep It Gangsta","Pind Da Riwaaz",62,188181,"True",0.904,0.767,9,-1.909,1,0.232,0.0457,9.17e-06,0.072,0.656,87.989,4,"hip-hop"
"762",51282,"2SazZ5d4m9G5IWu5xdMjZf","Sidhu Moose Wala;Shooter Kahlon","Satisfy","Satisfy",62,280464,"False",0.683,0.8,5,-4.874,0,0.168,0.431,0,0.357,0.748,172.024,4,"hip-hop"
"763",51285,"39vrbjCMTRXEdiIr2IsBgd","Badshah","ONE (Original Never Ends)","She Move It Like",65,181764,"False",0.832,0.477,0,-6.949,1,0.0481,0.00725,6.47e-05,0.205,0.844,101.997,4,"hip-hop"
"764",51288,"1lIb7Ze8PHhWwdXDtPF00j","Sidhu Moose Wala","Jailaan (From ""Moosa Jatt"")","Jailaan (From ""Moosa Jatt"")",62,178604,"False",0.593,0.791,8,-5.162,0,0.165,0.0343,0,0.0654,0.881,171.935,4,"hip-hop"
"765",51291,"61gu4XQFyAfIUneEyW4EJu","Sidhu Moose Wala;Sonam Bajwa","Moosetape","Brown Shortie (feat. Sonam Bajwa)",63,208000,"False",0.794,0.862,8,-3.965,0,0.223,0.246,0,0.337,0.852,90.049,4,"hip-hop"
"766",51294,"4d3tiblcaqGdji7XvPGHiq","Sidhu Moose Wala","Moosetape","Malwa Block",63,239294,"False",0.494,0.786,11,-4.289,1,0.284,0.165,0,0.783,0.594,81.175,4,"hip-hop"
"767",51297,"5NEGfbKMcNuEWOzpWufScA","Anirudh Ravichander;Shakthisree Gopalan","Vikram Vedha (Original Motion Picture Soundtrack)","Yaanji",62,270375,"False",0.692,0.624,9,-6.492,0,0.0337,0.368,0,0.108,0.487,132.896,4,"hip-hop"
"768",51300,"1zi7xx7UVEFkmKfv06H8x0","Drake;Wizkid;Kyla","Views","One Dance",85,173986,"False",0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4,"hip-hop"
"769",51303,"5uEYRdEIh9Bo4fpjDd4Na9","Travis Scott;HVME","Goosebumps (Remix)","Goosebumps - Remix",81,162802,"True",0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,4,"hip-hop"
"770",51306,"5f3PgI4zW2oErM3j3MWTWW","Karan Aujla","Don't Look","Don't Look",64,186409,"False",0.576,0.889,8,-3.211,0,0.198,0.185,0,0.71,0.623,175.969,4,"hip-hop"
"771",51309,"0TzpHT6hJ5pb3P6CqIduh3","Paradox","Hustle 2.0","Bt Ho Gayi",62,160851,"False",0.805,0.703,10,-6.363,0,0.399,0.113,0,0.165,0.771,93.97,4,"hip-hop"
"772",51312,"50BYymJYX2k7hnmfiXnYXs","Jass Manak","Naah","Naah",62,185574,"False",0.572,0.533,1,-5.062,0,0.0645,0.347,0,0.0794,0.441,155.69,4,"hip-hop"
"773",51315,"3YV4Go0hpYXjGTGLJXjfda","Badshah;Payal Dev","Sajna, Say Yes To The Dress","Sajna, Say Yes To The Dress",65,158055,"False",0.633,0.776,9,-3.839,0,0.173,0.296,0,0.225,0.889,107.636,4,"hip-hop"
"774",51318,"4r0LAir7t2WbMTae52XOo7","Gunna;Future;Young Thug","#Multiverse, If the Multiverse Is Real","Pushin P",0,136266,"True",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,"hip-hop"
"775",51321,"2wkVnwWcT3DgxQU0oifynE","Gunna;Future;Young Thug","Ghetto Superstar - New Rap Classics","Pushin P",2,136266,"True",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,"hip-hop"
"776",51324,"6MT5BRtVm18LrgqSrLnJuG","Gunna","#Multiverse, If the Multiverse Is Real","Banking on Me",0,200000,"True",0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,"hip-hop"
"777",51327,"6RVmuLStrBGHGJ0CJhRh0U","Kahlon","Gucci di Sole","Gucci di Sole",62,168020,"False",0.658,0.87,7,-5.228,0,0.308,0.0113,0,0.351,0.376,90.235,4,"hip-hop"
"778",51330,"2oEHcVe21whTKWQBqRAYPp","Anirudh Ravichander;Jonita Gandhi","Halamithi Habibo (From ""Beast"")","Halamithi Habibo (From ""Beast"")",61,279677,"False",0.705,0.852,2,-4.552,0,0.252,0.226,0.000626,0.14,0.671,185.964,3,"hip-hop"
"779",51333,"5FJEL8TOiQEWbD2QHYqprf","Gunna;Future;Young Thug","Walk - Fresh Rap Flow","Pushin P",0,136266,"True",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,"hip-hop"
"780",51336,"4sAgnJgFJjhG8wNfqc1tlj","Gunna;Chlöe","Hip Hop Slow Jamz","you & me",0,144373,"True",0.744,0.535,6,-9.499,0,0.0736,0.279,0,0.143,0.106,132.86,4,"hip-hop"
"781",51339,"4ngIVcfL0Pm564bTpDIS8H","Anirudh Ravichander;Mohit Chauhan","3 (Original Motion Picture Soundtrack)","Po Ve Po - The Pain of Love",61,254280,"False",0.568,0.62,4,-6.874,0,0.0358,0.489,2.16e-05,0.108,0.347,89.98,4,"hip-hop"
"782",51342,"4y5nWVseWL0cYo3yHDKEgE","Gunna;Future;Young Thug","Contemporary Hip Hop","Pushin P",0,136266,"True",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,"hip-hop"
"783",51345,"4NQBqInyE7zvjIiP4j1dmy","Anirudh Ravichander;Arjun Kanungo;Srinidhi Venkatesh","Remo (Original Motion Picture Soundtrack)","Sirikkadhey",62,245888,"False",0.632,0.629,1,-7.392,1,0.0354,0.151,0.00382,0.114,0.456,87.998,4,"hip-hop"
"784",51348,"4FL8i7miD18FuMN08XGKcM","Hiphop Tamizha;Anirudh Ravichander","Takkunu Takkunu (From ""Mr. Local"")","Takkunu Takkunu - From ""Mr. Local""",62,212727,"False",0.811,0.587,8,-10.091,1,0.0872,0.0829,0,0.173,0.758,110.027,4,"hip-hop"
"785",51351,"322TxW77VZdX9gHynK5Xue","Ritviz","Mimmi","Aaj Na",63,193425,"False",0.659,0.345,11,-8.464,1,0.107,0.106,0,0.107,0.338,84.761,4,"hip-hop"
"786",51354,"7n6AQKpZUGiJM2auF3yuDY","Raftaar;Sukh-E Muzical Doctorz","All Black","All Black",61,218145,"False",0.813,0.734,10,-5.464,0,0.0577,0.072,0,0.118,0.652,107.967,4,"hip-hop"
"787",51357,"43mHckutQvJr49nT0UvRxy","Ritviz","Ved","Sage",63,230204,"False",0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,"hip-hop"
"788",51360,"2N0oWy78RT70bW10QfIVHT","AP Dhillon","Top Boy","Top Boy",63,136941,"False",0.804,0.609,11,-8.481,0,0.268,0.375,1.74e-06,0.109,0.652,169.819,4,"hip-hop"
"789",51363,"49TNlAQZXmFBteKZBF9rj0","MC SQUARE","Hustle 2.0","Ram Ram",61,213600,"False",0.718,0.655,8,-6.419,0,0.0751,0.187,0,0.498,0.569,100.012,4,"hip-hop"
"790",51366,"1xoQjCAP6a63tZXbsMziXk","Deep Jandu;DIVINE","Down to Earth","Bombay to Punjab",60,243297,"False",0.584,0.739,0,-4.951,1,0.369,0.117,0,0.0534,0.361,200.105,4,"hip-hop"
"791",51369,"7Ie9W94M7OjPoZVV216Xus","Eminem","Recovery","Not Afraid",81,248133,"True",0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,5,"hip-hop"
"792",51372,"2QkUgk0UgTYBViwZKN0l3H","Sidhu Moose Wala;Intense","Famous","Famous",60,249782,"False",0.701,0.607,0,-6.723,0,0.264,0.04,0,0.353,0.544,91.747,4,"hip-hop"
"793",51375,"04VUjNx30IrigVZU3CQmrQ","Badshah","ONE (Original Never Ends)","Mercy",63,162404,"False",0.835,0.767,4,-5.181,0,0.0877,0.0716,0.000187,0.173,0.786,89.972,4,"hip-hop"
"794",51378,"1DTT5r0ImuzOXi1iNZ5o9C","Mac Miller;Ariana Grande","Mellow Bars R'n'B","My Favorite Part",5,216000,"False",0.861,0.329,6,-7.194,1,0.0527,0.629,1.88e-06,0.14,0.717,95.016,4,"hip-hop"
"795",51381,"22kRCQPyNXWZSQEcDvCmGD","Sachin-Jigar;Priya Saraiya;Jaideep Sahni","Shuddh Desi Romance","Gulabi",62,230661,"False",0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,4,"hip-hop"
"796",51384,"3B4Wf3Fo11BXSuVPi1dtDO","Anirudh Ravichander;Dhanush;Nikhita Gandhi","Thangamagan (Original Motion Picture Soundtrack)","Oh Oh - The First Love of Tamizh",60,276705,"False",0.594,0.587,4,-8.705,1,0.0268,0.413,0.00013,0.0904,0.448,85.002,4,"hip-hop"
"797",51387,"2cVJDlu9jmkPUeuJxA6v8i","Anirudh Ravichander;Bjorn Surrao","Master the Blaster (From ""Master"")","Master the Blaster (From ""Master"")",60,92250,"False",0.756,0.816,4,-1.418,0,0.0972,0.3,0,0.172,0.899,100.04,4,"hip-hop"
"798",51390,"4YIhJmihoXwjtbY4vsV9Nh","Vishal Dadlani;Sachin-Jigar","Kudi Nu Nachne De (From ""Angrezi Medium"")","Kudi Nu Nachne De (From ""Angrezi Medium"")",63,172381,"False",0.834,0.688,9,-7.494,1,0.0653,0.175,0,0.174,0.876,117.949,4,"hip-hop"
"799",51393,"228g1NgJgOs36q9m1McKps","Mac Miller;Chief Keef","Drillin' & Rappin'","Cut the Check",2,170706,"False",0.842,0.685,1,-8.08,1,0.251,0.0473,0,0.119,0.499,99.981,4,"hip-hop"
"800",51396,"4KPWs0tm7JgdIak35XZLoL","Kid Cudi;MGMT;Ratatat;Steve Aoki","Fiesta portatil","Pursuit Of Happiness - Extended Steve Aoki Remix",3,373626,"True",0.721,0.687,0,-5.189,1,0.0554,0.00957,0.0041,0.0462,0.619,128.013,4,"hip-hop"
"801",51399,"2QnaC2GQiRytjynYWqcxsa","Mac Miller","Power Rap","When in Rome",0,223120,"True",0.838,0.7,10,-4.301,0,0.0735,0.0513,0,0.262,0.216,124.048,4,"hip-hop"
"802",51402,"4cacyP5c3PMlfnyjpg13xW","Yung Gravy","Betty (Get Money)","Betty (Get Money)",87,146470,"False",0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,4,"hip-hop"
"803",51405,"7tavmiMMEibizGOiXoozar","AP Dhillon;Gurinder Gill;Money Musik","Not by Chance","Goat",63,159130,"False",0.725,0.821,6,-5.147,1,0.154,0.103,3e-06,0.118,0.135,91.821,4,"hip-hop"
"804",51408,"55drdNAFl8HaAo0yqnU2EJ","Jack Harlow;Drake","Evergreen","Churchill Downs",1,309327,"True",0.71,0.522,11,-9.102,1,0.36,0.615,0,0.11,0.37,96.448,4,"hip-hop"
"805",51411,"2GfARslWOjzRUtqCemkJmF","Jack Harlow","Upbeat 20's","First Class",0,173947,"True",0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,"hip-hop"
"806",51414,"4P0r0yO7HNPvOra7BHGixH","VTORNIK;Phonk","Money Rain (Phonk Remix)","Money Rain - Phonk Remix",77,150941,"True",0.936,0.791,6,-3.605,1,0.235,0.355,0.00628,0.168,0.746,102.02,4,"hip-hop"
"807",51417,"5u1cWcqIX6sbKiVJn8PR86","Dabzee;SA","Thallumaala","Manavaalan Thug - From ""Thallumaala""",60,200000,"False",0.809,0.583,1,-8.771,1,0.0605,0.356,0,0.0622,0.478,96.049,4,"hip-hop"
"808",51420,"1nYAl9wYboVclul2fkCiyr","Jack Harlow","Pop Brandneu","First Class",0,173947,"True",0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,"hip-hop"
"809",51423,"6HIkxxaASDhaXdcMa2PFRB","Jack Harlow","Am I Ready - Pop Night Out","First Class",0,173947,"True",0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,"hip-hop"
"810",51426,"16wcqaM2abvltq2RciqfYZ","Jack Harlow;Drake","New Rap 20s","Churchill Downs",0,309327,"True",0.71,0.522,11,-9.102,1,0.36,0.615,0,0.11,0.37,96.448,4,"hip-hop"
"811",51429,"6MMB9EotY47IvE71cdiKS5","Jack Harlow;Drake","New Grooves","Churchill Downs",0,309327,"True",0.71,0.522,11,-9.102,1,0.36,0.615,0,0.11,0.37,96.448,4,"hip-hop"
"812",51432,"1O3WfEwaSpsgZ6tw8jNT8I","Sachin-Jigar;Parineeti Chopra;Kausar Munir","Meri Pyaari Bindu","Maana Ke Hum Yaar Nahin",62,264614,"False",0.537,0.367,8,-9.362,1,0.0241,0.815,0,0.132,0.348,90.953,4,"hip-hop"
"813",51435,"20Nm2cPyMiIStyDuZEh4DP","Jack Harlow","Walk in the Park Rap","WALK IN THE PARK",0,152991,"True",0.956,0.519,11,-7.832,1,0.167,0.0712,0,0.106,0.529,132.058,4,"hip-hop"
"814",51438,"2gLUbowsRFFwhmlAS3hZ5i","Jack Harlow","New Rap 20s","First Class",0,173947,"True",0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,"hip-hop"
"815",51441,"45ffClKkj594CkU0naaLrM","Jack Harlow;Big Sean","New Rap Icons","Way Out",0,168906,"True",0.945,0.582,11,-8.357,0,0.0719,0.114,0,0.103,0.907,108.025,4,"hip-hop"
"816",51444,"3mfsGLEmKF6sWTqFQzZ4aF","Jack Harlow","Hip Hop Slow Jamz","I'd Do Anything to Make You Smile",0,193765,"True",0.832,0.522,2,-7.244,1,0.05,0.012,0.079,0.377,0.253,150.044,4,"hip-hop"
"817",51447,"5tGeFA0C9YOISUdr0uo4St","Jack Harlow;Big Sean","New Pop Icons","Way Out",0,168906,"True",0.945,0.582,11,-8.357,0,0.0719,0.114,0,0.103,0.907,108.025,4,"hip-hop"
"818",51450,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","2014 Forest Hills Drive","No Role Modelz",88,292799,"True",0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4,"hip-hop"
"819",51453,"3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","HIGHEST IN THE ROOM",82,175720,"True",0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,"hip-hop"
"820",51456,"1vDK1yoxF0mOkckgDfPDj2","King","Baazi","Baazi",59,208800,"False",0.696,0.847,7,-5.627,0,0.0312,0.344,0,0.171,0.68,100.017,4,"hip-hop"
"821",51459,"3JbIyrSNumxS5LHpAvLYF5","Yo Yo Honey Singh","Chaar Ikke","Brown Rang",59,211394,"False",0.804,0.902,11,-3.067,0,0.0846,0.265,0.000413,0.0651,0.72,155.98,4,"hip-hop"
"822",51462,"4Ft4Tj0l8kzfKBv8vGuR4t","King","Tum Saath Rehnaa","Tum Saath Rehnaa",59,215536,"False",0.443,0.668,11,-12.031,1,0.294,0.693,0.000443,0.0579,0.512,98.072,4,"hip-hop"
"823",51465,"32U1XMh3DKlm45uvpofhvY","Mustafa Zahid","Ek Villain","Zaroorat",61,368852,"False",0.354,0.712,3,-6.109,0,0.0589,0.358,4.19e-05,0.274,0.238,93.345,4,"hip-hop"
"824",51468,"4VUpM5CFGeaeWY7akhQwQB","Amrit Maan;Sidhu Moose Wala","Bambiha Bole (feat. Sidhu Moose Wala)","Bambiha Bole",62,301348,"False",0.775,0.618,6,-6.133,1,0.086,0.2,0,0.468,0.654,93.98,4,"hip-hop"
